filepath,label,source,generator,split
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_9813.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_16382.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01484850_23124.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01440764_19035.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01440764_11400.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01440764_8572.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01443537_16652.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_4327.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01440764_10150.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01443537_22621.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_17789.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01440764_6443.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_33909.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01484850_9424.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_22950.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_12291.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_10787.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_31895.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_7236.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01440764_3289.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01440764_6945.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_16613.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01443537_12079.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01443537_17486.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01484850_8983.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01443537_11018.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_4455.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_2935.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01443537_1219.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_18863.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01443537_13467.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01440764_6391.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_2554.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_23511.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_8543.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01443537_7095.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_766.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01440764_2427.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01443537_17010.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01443537_11513.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_17384.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01440764_21052.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01443537_318.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01484850_17040.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01443537_6047.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01491361_10410.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_8851.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_4120.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01440764_14098.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_17732.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_7187.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01491361_11372.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01440764_6812.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_14489.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_22995.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_3756.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01484850_875.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_1500.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01484850_1652.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01440764_15071.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_6500.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_22114.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01443537_22742.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01440764_3560.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01440764_6878.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_16832.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01443537_14198.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01443537_24215.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01443537_4273.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_6527.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01491361_1155.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_20011.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_5996.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_2628.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01440764_1770.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_7596.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_18217.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_14771.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01491361_10443.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_18592.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_13577.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_19475.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_22781.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_9057.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_11052.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_1330.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_17830.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01440764_13855.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_5623.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_25461.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01443537_7260.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01440764_28418.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01440764_5680.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_9093.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_10285.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_25786.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01443537_1559.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01443537_2819.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01443537_20516.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01440764_9890.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01484850_6711.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01443537_21108.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_25409.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01440764_22948.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_1054.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01443537_12668.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01443537_20842.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_13495.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01443537_20585.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_15001.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01440764_4562.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01440764_11726.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_24779.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01443537_568.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01440764_7876.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01484850_2087.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01440764_8948.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_29104.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_4774.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01443537_23597.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01491361_10000.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_5870.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01443537_18165.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_14943.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_8071.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\Midjourney\imagenet_midjourney\train\nature\n01484850_6062.JPEG,real,genimage,Midjourney,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_6668.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\stable_diffusion_v_1_5\imagenet_ai_0424_sdv5\train\nature\n01484850_31654.JPEG,real,genimage,stable_diffusion_v_1_5,train
D:\firinne_datasets\genimage\ADM\imagenet_ai_0508_adm\train\nature\n01484850_26011.JPEG,real,genimage,ADM,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_11174.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01440764_769.JPEG,real,genimage,glide,train
D:\firinne_datasets\genimage\glide\imagenet_glide\train\nature\n01484850_1810.JPEG,real,genimage,glide,train
